directorid,name,rate,gross,num,fname,lname
115808,"Henson, Jim (I)",21.5,55196629.0,3,Jim,Henson
115814,"Henson, Robby",6.9,50652.0,1,Robby,Henson
115963,"Herd, Kelli",6.0,5639.0,1,Kelli,Herd
115990,"Herek, Stephen",29.6,504102144.0,5,Stephen,Herek
116081,"Herman, Mark (I)",13.9,7155471.0,2,Mark,Herman
116276,"Hernandez, Tamara (I)",6.1,2303.0,1,Tamara,Hernandez
116640,"Herrington, Rowdy",5.6,23798623.0,1,Rowdy,Herrington
116726,"Hershey, Barry J.",6.0,10750.0,1,Barry,Hershey
116735,"Hershman-Leeson, Lynn",4.8,0.0,1,Lynn,Hershman Leeson
116741,"Herskovitz, Marshall",7.0,4530929.0,1,Marshall,Herskovitz
116803,"Herz, Michael",14.4,1156527.0,3,Michael,Herz
116812,"Herzfeld, John",6.4,11090856.0,1,John,Herzfeld
116822,"Herzog, Ed",5.4,0.0,1,Ed,Herzog
116837,"Herzog, Werner (I)",28.8,105094.0,4,Werner,Herzog
116937,"Hessler, Gordon",6.7,0.0,1,Gordon,Hessler
116956,"Heston, Fraser Clarke",11.4,26752695.0,2,Fraser,Heston
117086,"Hewitt, Peter (I)",11.2,70095095.0,2,Peter,Hewitt
117107,"Hexter, Russ",6.7,26933.0,1,Russ,Hexter
117168,"Heynemann, Laurent",6.5,50349.0,1,Laurent,Heynemann
117224,"Hibler, Winston",6.5,0.0,1,Winston,Hibler
117239,"Hickenlooper, George",13.3,0.0,2,George,Hickenlooper
117293,"Hickner, Steve",6.8,218613188.0,1,Steve,Hickner
117295,"Hickox, Anthony (I)",10.1,12534961.0,2,Anthony,Hickox
117299,"Hickox, James D.R.",3.5,0.0,1,James,Hickox
117351,"Hicks, Scott (I)",14.2,50189862.0,2,Scott,Hicks
117352,"Hicks, Seymour",7.4,0.0,1,Seymour,Hicks
117761,"Hill, George Roy",22.4,278237221.0,3,George,Hill
117774,"Hill, Jack (I)",6.4,0.0,1,Jack,Hill
117873,"Hill, Robert F.",5.1,0.0,1,Robert,Hill
117905,"Hill, Tim (III)",6.1,16290976.0,1,Tim,Hill
117915,"Hill, Walter (I)",18.3,49104283.0,3,Walter,Hill
117957,"Hiller, Arthur",13.7,56217403.0,3,Arthur,Hiller
118102,"Hiltzik, Robert",5.9,0.0,1,Robert,Hiltzik
118604,"Hitchcock, Alfred (I)",361.9,199969708.0,52,Alfred,Hitchcock
118759,"Ho, Meng Hua",5.4,15950.0,1,Meng,Ho
118882,"Hoblit, Gregory",21.7,149353518.0,3,Gregory,Hoblit
118902,"Hoch, Danny",7.9,10791.0,1,Danny,Hoch
119017,"Hodges, Mike (I)",20.7,10079796.0,3,Mike,Hodges
119306,"Hoffman, Michael (I)",25.3,102774418.0,4,Michael,Hoffman
119383,"Hoffs, Tamar Simon",3.4,2700000.0,1,Tamar,Hoffs
119427,"Hofmeyr, Gray",5.9,978500.0,1,Gray,Hofmeyr
119455,"Hogan, David (I)",3.1,3794000.0,1,David,Hogan
119469,"Hogan, P.J.",13.2,356788605.0,2,PJ,Hogan
119622,"Holden Jones, Amy",10.1,8538318.0,2,Amy,Jones
119730,"Holland, Agnieszka",26.4,33968521.0,4,Agnieszka,Holland
119783,"Holland, Savage Steve",13.2,23729407.0,2,Savage,Holland
119789,"Holland, Todd (I)",4.6,7514883.0,1,Todd,Holland
119790,"Holland, Tom (I)",23.6,96336922.0,4,Tom,Holland
120137,"Holofcener, Nicole",6.5,1277257.0,1,Nicole,Holofcener
120386,"Honda, Ishirô",12.9,3137520.0,2,Ishir,Honda
120629,"Hooks, Kevin",10.0,32729351.0,2,Kevin,Hooks
120635,"Hool, Lance",10.4,11029311.0,2,Lance,Hool
120667,"Hooper, Tobe",29.6,96600802.0,5,Tobe,Hooper
120744,"Hopkins, Anthony (I)",5.7,0.0,1,Anthony,Hopkins
120751,"Hopkins, Billy (I)",5.4,0.0,1,Billy,Hopkins
120788,"Hopkins, Stephen (I)",41.5,332998766.0,7,Stephen,Hopkins
120819,"Hopper, Dennis",18.3,62890676.0,3,Dennis,Hopper
121203,"Horton, Peter (I)",7.5,2568429.0,1,Peter,Horton
121340,"Hosoda, Mamoru",5.2,16643191.0,1,Mamoru,Hosoda
121422,"Hotaling, Arthur",0.0,0.0,1,Arthur,Hotaling
121483,"Hough, John (I)",11.8,0.0,2,John,Hough
121794,"Howard, Ron (I)",78.4,1111376555.0,12,Ron,Howard
121944,"Howitt, Peter (II)",6.7,11883495.0,1,Peter,Howitt
122283,"Huang, George (I)",7.0,376928.0,1,George,Huang
122298,"Huang, Jianxin",6.7,59945.0,1,Jianxin,Huang
122540,"Hudlin, Reginald (I)",16.2,165360000.0,3,Reginald,Hudlin
122575,"Hudson, Hugh",18.8,62752836.0,3,Hugh,Hudson
122753,"Hughes, Albert (I)",20.4,52387724.0,3,Albert,Hughes
122755,"Hughes, Allen",20.4,52387724.0,3,Allen,Hughes
122772,"Hughes, Bronwen",10.9,120427501.0,2,Bronwen,Hughes
122830,"Hughes, Howard (I)",5.6,0.0,1,Howard,Hughes
122854,"Hughes, John (I)",29.2,155583056.0,4,John,Hughes
122935,"Hughes, Terry (I)",5.0,9689816.0,1,Terry,Hughes
123047,"Hulbert, Jack",5.6,0.0,1,Jack,Hulbert
123150,"Humberstone, H. Bruce",6.2,0.0,1,H,Humberstone
123299,"Hung, Tran Anh",7.2,82620.0,1,Tran,Hung
123342,"Hunt, Bonnie",6.6,32662299.0,1,Bonnie,Hunt
123402,"Hunt, Peter R. (I)",11.6,93475793.0,2,Peter,Hunt
123404,"Hunt, Pixote",12.5,104545258.0,2,Pixote,Hunt
123538,"Hunter, Tim (I)",13.1,7057651.0,2,Tim,Hunter
123726,"Hurtz, William T.",7.0,1368000.0,1,William,Hurtz
123871,"Huston, Anjelica",13.4,140426.0,2,Anjelica,Huston
123878,"Huston, John (I)",67.7,27236118.0,9,John,Huston
124034,"Hutton, Brian G.",15.1,3781350.0,2,Brian,Hutton
124080,"Huyck, Willard",4.3,37962774.0,1,Willard,Huyck
124171,"Hyams, Peter",46.7,517893362.0,8,Peter,Hyams
124313,"Hytner, Nicholas",26.1,68860704.0,4,Nicholas,Hytner
124389,"Hänsel, Marion",6.6,3350.0,1,Marion,Hnsel
124773,"Ichaso, Leon",6.8,388730.0,1,Leon,Ichaso
124781,"Ichikawa, Kon",7.5,0.0,1,Kon,Ichikawa
124932,"Iglesia, Álex de la",7.4,15324.0,1,lex,Iglesia
125256,"Iliopulos, Aris",5.7,0.0,1,Aris,Iliopulos
125290,"Illsley, Mark",6.1,1943649.0,1,Mark,Illsley
125482,"Inagaki, Hiroshi (I)",7.6,0.0,1,Hiroshi,Inagaki
126016,"Ireland, Dan",11.9,136933.0,2,Dan,Ireland
126123,"Irvin, John",25.7,12092360.0,4,John,Irvin
126246,"Isacsson, Kris",4.6,20035310.0,1,Kris,Isacsson
126294,"Iscove, Robert",10.6,87997509.0,2,Robert,Iscove
126616,"Israel, Neal",6.0,38435947.0,1,Neal,Israel
126692,"Itami, Jûzô",7.6,0.0,1,Jz,Itami
126992,"Ivory, James",54.4,77214203.0,8,James,Ivory
127081,"Iwerks, Ub",7.6,0.0,1,Ub,Iwerks
127413,"Jackson, George (III)",4.5,19281235.0,1,George,Jackson
127519,"Jackson, Mick (I)",23.0,570088741.0,4,Mick,Jackson
127537,"Jackson, Peter (I)",28.8,32650974.0,4,Peter,Jackson
127600,"Jackson, Wilfred (I)",80.0,258503040.0,11,Wilfred,Jackson
127673,"Jacobs, Alan (I)",5.4,189509.0,1,Alan,Jacobs
127938,"Jacquot, Benoît",20.2,607453.0,3,Benot,Jacquot
128040,"Jaffrey, Madhur",5.4,299351.0,1,Madhur,Jaffrey
128080,"Jaglom, Henry",24.8,2155072.0,4,Henry,Jaglom
128261,"Jakubowska, Wanda",0.0,0.0,1,Wanda,Jakubowska
128528,"James, Steve (II)",14.4,8362801.0,2,Steve,James
128558,"Jameson, Jerry",9.7,37000000.0,2,Jerry,Jameson
128805,"Jankel, Annabel",3.8,20915465.0,1,Annabel,Jankel
128840,"Jann, Michael Patrick",6.3,10561238.0,1,Michael,Jann
129113,"Jarmusch, Jim",51.7,18008615.0,7,Jim,Jarmusch
129118,"Jarnow, Al",0.0,0.0,1,Al,Jarnow
129138,"Jarre, Kevin",7.7,56505065.0,1,Kevin,Jarre
129163,"Jarrott, Charles",5.2,0.0,1,Charles,Jarrott
129452,"Jaynes, Brian T.",0.0,0.0,1,Brian,Jaynes
129492,"Jean, Vadim",3.4,0.0,1,Vadim,Jean
129821,"Jenkins, Tamara",6.4,5480318.0,1,Tamara,Jenkins
130253,"Jeunet, Jean-Pierre",21.5,164602873.0,3,Jean Pierre,Jeunet
130286,"Jewison, Norman",54.1,201078702.0,8,Norman,Jewison
130716,"Joanou, Phil",12.6,13605823.0,2,Phil,Joanou
130807,"Joffe, Mark (I)",12.7,3376403.0,2,Mark,Joffe
130820,"Joffé, Roland",25.6,64067326.0,4,Roland,Joff
131292,"Johnson, Hugh (I)",4.9,11227940.0,1,Hugh,Johnson
131348,"Johnson, John (I)",4.7,0.0,1,John,Johnson
131391,"Johnson, Kenneth (I)",2.7,1686429.0,1,Kenneth,Johnson
131444,"Johnson, Mark Steven",6.7,18252684.0,1,Mark,Johnson
131508,"Johnson, Olivia N.",0.0,0.0,1,Olivia,Johnson
131523,"Johnson, Patrick Read",6.3,4821759.0,1,Patrick,Johnson
131633,"Johnson, Tim (V)",6.6,152346554.0,1,Tim,Johnson
131689,"Johnston, Aaron Kim",5.9,121548.0,1,Aaron,Johnston
131735,"Johnston, Joe (I)",32.2,486378018.0,5,Joe,Johnston
131749,"Johnston, Lorimer",0.0,0.0,1,Lorimer,Johnston
132318,"Jones, Kirk (III)",7.1,43515982.0,1,Kirk,Jones
132520,"Jones, Terry (I)",16.5,1875321.0,2,Terry,Jones
132575,"Jong, Ate de",5.3,13878334.0,1,Ate,Jong
132635,"Jonze, Spike",7.8,22858926.0,1,Spike,Jonze
132697,"Jordan, Glenn (I)",6.4,494534.0,1,Glenn,Jordan
132718,"Jordan, Kevin (I)",7.1,277233.0,1,Kevin,Jordan
132732,"Jordan, Neil (I)",47.2,341081989.0,7,Neil,Jordan
133024,"Jost, Jon",6.5,142721.0,1,Jon,Jost
133216,"Joyce, Maurice (I)",5.0,19421271.0,1,Maurice,Joyce
133347,"Judge, Mike (I)",14.4,73896054.0,2,Mike,Judge
133361,"Judson, Stephen",7.1,127990128.0,1,Stephen,Judson
133424,"Julian, Rupert",7.7,0.0,1,Rupert,Julian
133605,"Junger, Gil",7.0,38176108.0,1,Gil,Junger
133692,"Juran, Nathan",7.1,0.0,1,Nathan,Juran
134302,"Kagan, Jeremy",6.8,2135577.0,1,Jeremy,Kagan
134374,"Kahn, Cédric",6.3,36666.0,1,Cdric,Kahn
134667,"Kalatozov, Mikhail",7.8,160697.0,1,Mikhail,Kalatozov
134935,"Kalvert, Scott",7.1,2424439.0,1,Scott,Kalvert
135227,"Kampmann, Steven",6.5,7467504.0,1,Steven,Kampmann
135331,"Kandel, Linda (I)",4.9,0.0,1,Linda,Kandel
135473,"Kanew, Jeff",5.9,20961747.0,1,Jeff,Kanew
135547,"Kanganis, Charles T.",5.0,1945552.0,1,Charles,Kanganis
135566,"Kanievska, Marek (I)",6.1,5658940.0,1,Marek,Kanievska
135781,"Kaplan, Betty (I)",5.0,19710.0,1,Betty,Kaplan
135790,"Kaplan, Deborah (I)",6.3,25339117.0,1,Deborah,Kaplan
135809,"Kaplan, Jonathan (I)",11.0,25354750.0,2,Jonathan,Kaplan
135849,"Kaplan, Yvette",6.6,63071133.0,1,Yvette,Kaplan
135976,"Kapur, Shekhar",14.8,64412738.0,2,Shekhar,Kapur
136172,"Karaszewski, Larry",5.3,7027345.0,1,Larry,Karaszewski
136407,"Karmel, Pip",6.1,565193.0,1,Pip,Karmel
136658,"Kasdan, Jake",6.8,1980338.0,1,Jake,Kasdan
136660,"Kasdan, Lawrence",40.7,125865395.0,6,Lawrence,Kasdan
136807,"Kass, Sam Henry",5.7,0.0,1,Sam,Kass
136839,"Kassovitz, Mathieu",14.2,625231.0,2,Mathieu,Kassovitz
136840,"Kassovitz, Peter",6.2,4956401.0,1,Peter,Kassovitz
136870,"Kastner, Daphna",4.6,11147.0,1,Daphna,Kastner
136899,"Kaszubowski, Jerzy",6.6,0.0,1,Jerzy,Kaszubowski
137056,"Katsapetses, Nick",7.8,0.0,1,Nick,Katsapetses
137226,"Katzenberg, Jeffrey",6.6,50802661.0,1,Jeffrey,Katzenberg
137231,"Katzin, Lee H.",6.9,104812.0,1,Lee,Katzin
137338,"Kaufman, Lloyd",19.7,1156527.0,4,Lloyd,Kaufman
137348,"Kaufman, Philip (I)",21.3,94602077.0,3,Philip,Kaufman
137425,"Kaurismäki, Mika",11.4,0.0,2,Mika,Kaurismki
137722,"Kay, Stephen (III)",10.5,19425829.0,2,Stephen,Kay
137773,"Kaye, Tony (I)",8.6,23875127.0,1,Tony,Kaye
137787,"Kayne, Marcus",7.0,0.0,1,Marcus,Kayne
137826,"Kazan, Elia",47.2,17600000.0,6,Elia,Kazan
137907,"Keach, James",6.2,99318.0,1,James,Keach
137985,"Keating, David (I)",6.3,0.0,1,David,Keating
137999,"Keaton, Buster",29.3,61145.0,4,Buster,Keaton
138000,"Keaton, Diane",11.0,59809285.0,2,Diane,Keaton
138190,"Keeve, Douglas",6.1,2875086.0,1,Douglas,Keeve
138254,"Keighley, William",8.0,0.0,1,William,Keighley
138302,"Keitel, John",6.4,0.0,1,John,Keitel
138538,"Kelley, John Patrick",6.0,10082.0,1,John,Kelley
138579,"Kellman, Barnet",4.5,34488.0,1,Barnet,Kellman
138597,"Kellogg, David",6.3,104653131.0,2,David,Kellogg
138603,"Kellogg, Ray (I)",6.3,1000000.0,2,Ray,Kellogg
138697,"Kelly, Gene (I)",15.9,0.0,2,Gene,Kelly
138830,"Kelly, Sarah (I)",6.3,5659.0,1,Sarah,Kelly
138998,"Kempner, Aviva",7.4,1703901.0,1,Aviva,Kempner
139358,"Kent, Charles (I)",5.6,0.0,1,Charles,Kent
139411,"Kenton, Erle C.",17.8,0.0,3,Erle,Kenton
139630,"Kernochan, Sarah",6.3,780471.0,1,Sarah,Kernochan
139708,"Kerrigan, Justin",6.7,104257.0,1,Justin,Kerrigan
139740,"Kershner, Irvin",20.4,603660269.0,3,Irvin,Kershner
139808,"Keshishian, Alek",11.8,35056189.0,2,Alek,Keshishian
139852,"Kessler, Bruce",5.6,0.0,1,Bruce,Kessler
139873,"Kessler, Stephen (I)",5.7,36429528.0,1,Stephen,Kessler
140673,"Kiarostami, Abbas",7.5,311873.0,1,Abbas,Kiarostami
140752,"Kidron, Beeban",12.6,48057274.0,2,Beeban,Kidron
140837,"Kiersch, Fritz",5.4,14568989.0,1,Fritz,Kiersch
140850,"Kieslowski, Krzysztof",31.3,8833240.0,4,Krzysztof,Kieslowski
140898,"Kijak, Stephen",6.6,0.0,1,Stephen,Kijak
141967,"King, Henry (I)",19.6,0.0,3,Henry,King
142117,"King, Robert Lee",12.8,889680.0,2,Robert,King
142138,"King, Stephen (I)",5.1,7188513.0,1,Stephen,King
142160,"King, Zalman",13.1,2990323.0,3,Zalman,King
142263,"Kinney, Jack",48.2,48308690.0,7,Jack,Kinney
142288,"Kinoshita, Keisuke",7.7,0.0,1,Keisuke,Kinoshita
142318,"Kinski, Klaus",5.2,0.0,1,Klaus,Kinski
142542,"Kirkland, Boyd",7.6,5588699.0,1,Boyd,Kirkland
142557,"Kirkman, Tim",6.8,16875.0,1,Tim,Kirkman
142830,"Kitano, Takeshi",7.8,233986.0,1,Takeshi,Kitano
142886,"Kitrosser, Martin",4.5,0.0,1,Martin,Kitrosser
142980,"Kizer, R.J.",5.8,4116395.0,1,RJ,Kizer
143071,"Klapisch, Cédric",6.8,1652472.0,1,Cdric,Klapisch
143399,"Kleiser, Randal",35.3,533141850.0,6,Randal,Kleiser
143689,"Kloves, Steve",12.9,26312527.0,2,Steve,Kloves
144427,"Koch, Chris (I)",4.7,60008303.0,1,Chris,Koch
144478,"Koch, Ulrike",6.9,146437.0,1,Ulrike,Koch
144644,"Koepp, David",12.5,24727935.0,2,David,Koepp
144965,"Kokkinos, Ana",6.2,378667.0,1,Ana,Kokkinos
145141,"Koller, Xavier (I)",6.0,3337685.0,1,Xavier,Koller
145244,"Komack, James",4.2,20500327.0,1,James,Komack
145348,"Kon, Satoshi",7.6,99389.0,1,Satoshi,Kon
145362,"Konchalovskiy, Andrey",7.2,7936012.0,1,Andrey,Konchalovskiy
145757,"Kopple, Barbara",14.5,695611.0,2,Barbara,Kopple
145860,"Korine, Harmony",6.1,80226.0,1,Harmony,Korine
146213,"Koster, Henry",20.8,0.0,3,Henry,Koster
146286,"Kotcheff, Ted",25.4,181510603.0,4,Ted,Kotcheff
146404,"Kouf, Jim (I)",6.2,5790448.0,1,Jim,Kouf
146598,"Kovalyov, Igor",5.6,100491683.0,1,Igor,Kovalyov
146895,"Kragh-Jacobsen, Søren",7.0,585016.0,1,Sren,Kragh Jacobsen
147021,"Kramer, Stanley",23.0,70000000.0,3,Stanley,Kramer
147307,"Kreihsl, Michael",7.4,0.0,1,Michael,Kreihsl
147610,"Krishnamma, Suri",6.6,95254.0,1,Suri,Krishnamma
147654,"Krishtofovich, Vyacheslav",6.7,145443.0,1,Vyacheslav,Krishtofovich
147677,"Kristersson, Mikael",7.4,31673.0,1,Mikael,Kristersson
147890,"Kroschel, Steve",5.5,0.0,1,Steve,Kroschel
147948,"Krueger, Lisa (I)",6.8,502313.0,1,Lisa,Krueger
148294,"Kubrick, Stanley (I)",96.5,559377381.0,12,Stanley,Kubrick
148389,"Kuehn, Andrew J.",5.8,43155.0,1,Andrew,Kuehn
148405,"Kuenster, Dan",6.3,27100027.0,1,Dan,Kuenster
148884,"Kumble, Roger",6.8,75902208.0,1,Roger,Kumble
149249,"Kurosawa, Akira",32.6,134612.0,4,Akira,Kurosawa
149311,"Kurtzman, Robert",5.4,15719109.0,1,Robert,Kurtzman
149366,"Kusama, Karyn",6.7,1523941.0,1,Karyn,Kusama
149415,"Kusturica, Emir",24.0,628675.0,3,Emir,Kusturica
149557,"Kuzui, Fran Rubel",5.4,16624456.0,1,Fran,Kuzui
149633,"Kwapis, Ken",20.9,46137774.0,4,Ken,Kwapis
149661,"Kwietniowski, Richard",6.9,2542264.0,1,Richard,Kwietniowski
150080,"L'Ecuyer, John",5.1,0.0,1,John,LEcuyer
150089,"L'Herbier, Marcel",6.9,0.0,1,Marcel,LHerbier
150113,"La Bruce, Bruce",6.0,127251.0,1,Bruce,Bruce
150115,"La Cava, Gregory",8.0,0.0,1,Gregory,Cava
150200,"La Villa, Marco",0.0,0.0,1,Marco,Villa
150201,"La Villa, Mauro",0.0,0.0,1,Mauro,Villa
150377,"LaBute, Neil",19.7,34867909.0,3,Neil,LaBute
150640,"Laemmle, Ernst",7.7,0.0,1,Ernst,Laemmle
150683,"Lafia, John",5.3,35763605.0,1,John,Lafia
150838,"LaGravenese, Richard",6.4,12902790.0,1,Richard,LaGravenese
150884,"Lahiff, Craig",5.7,44630.0,1,Craig,Lahiff
151240,"Laloux, René",14.9,0.0,2,Ren,Laloux
151314,"Lam, Ringo",11.3,60034914.0,2,Ringo,Lam
151499,"Lambert, Mary (I)",20.3,79791728.0,4,Mary,Lambert
151749,"Lamy, Benoît",5.3,0.0,1,Benot,Lamy
151963,"Landis, John (I)",56.7,354771405.0,9,John,Landis
152211,"Lang, Fritz (I)",31.0,55312.0,4,Fritz,Lang
152245,"Lang, Otto (I)",6.5,0.0,1,Otto,Lang
152273,"Lang, Walter (I)",14.4,21300000.0,2,Walter,Lang
152726,"Lapine, James",5.2,12440858.0,1,James,Lapine
152938,"Larkin, Christopher (I)",6.6,0.0,1,Christopher,Larkin
153377,"Lasseter, John",23.4,1002107856.0,3,John,Lasseter
153965,"Laven, Arnold",6.1,0.0,1,Arnold,Laven
154021,"Lavin, Julianna",5.2,0.0,1,Julianna,Lavin
154286,"Lawrence, Martin (I)",5.0,34746109.0,1,Martin,Lawrence
154406,"Lawton, J.F.",5.6,6607652.0,1,JF,Lawton
154648,"Le Borg, Reginald",5.4,0.0,1,Reginald,Borg
154746,"Le Moine, Yvan",5.9,6499.0,1,Yvan,Moine
154885,"Leader, Anton",6.0,0.0,1,Anton,Leader
154945,"Lean, David (I)",32.8,215021910.0,4,David,Lean
155237,"Leconte, Patrice",14.6,4212325.0,2,Patrice,Leconte
155280,"Leder, Mimi",11.8,422815376.0,2,Mimi,Leder
155385,"Lee III, M. David",3.9,0.0,1,M,Lee III
155392,"Lee Thompson, J.",42.3,65301992.0,7,J,Thompson
155431,"Lee, Ang",36.4,150915136.0,5,Ang,Lee
155535,"Lee, Daniel (II)",5.9,12491455.0,1,Daniel,Lee
155721,"Lee, Iara",13.7,138425.0,2,Iara,Lee
155963,"Lee, Malcolm D.",5.9,34074895.0,1,Malcolm,Lee
156083,"Lee, Rowland V.",7.1,0.0,1,Rowland,Lee
156102,"Lee, Sang Hwa",0.0,0.0,1,Sang,Lee
156165,"Lee, Spike",90.5,264511925.0,14,Spike,Lee
156634,"Lehmann, Michael (I)",23.9,48537534.0,4,Michael,Lehmann
156791,"Leifer, Neil",0.0,0.0,1,Neil,Leifer
156822,"Leigh, Mike (I)",29.9,23894393.0,4,Mike,Leigh
156841,"Leighton, Eric (I)",6.3,354248063.0,1,Eric,Leighton
156904,"Leisen, Mitchell",6.5,7000000.0,1,Mitchell,Leisen
156982,"Leitzes, Jennifer",6.2,0.0,1,Jennifer,Leitzes
157027,"Leker, Larry",5.0,8620500.0,1,Larry,Leker
157045,"Leland, David (I)",6.1,146083.0,1,David,Leland
157070,"Lelouch, Claude",14.6,1035890.0,2,Claude,Lelouch
157193,"Lemmons, Kasi",7.0,14821531.0,1,Kasi,Lemmons
157470,"Lenzi, Umberto",5.1,0.0,1,Umberto,Lenzi
157481,"Leo, Malcolm",5.5,2091037.0,1,Malcolm,Leo
157523,"Leonard, Brett (I)",15.8,186249255.0,3,Brett,Leonard
157575,"Leonard, Robert Z.",13.1,0.0,2,Robert,Leonard
157634,"Leone, Sergio (I)",42.4,54243016.0,5,Sergio,Leone
157643,"Leonetti, John R.",3.4,51376861.0,1,John,Leonetti
157661,"Leong, Po-Chih",6.1,21404.0,1,Po Chih,Leong
157725,"Lepage, Robert",6.9,575001.0,1,Robert,Lepage
157875,"Lerner, Murray (I)",7.4,0.0,1,Murray,Lerner
157914,"LeRoy, Mervyn",30.2,35992232.0,4,Mervyn,LeRoy
158089,"Lester, Mark L.",11.1,31045534.0,2,Mark,Lester
158093,"Lester, Richard (I)",31.9,160023451.0,5,Richard,Lester
158303,"Levant, Brian",17.1,548668454.0,4,Brian,Levant
158319,"Leven, Jeremy",6.6,66200000.0,1,Jeremy,Leven
158452,"Levin, Marc",11.7,1018239.0,2,Marc,Levin
158572,"Levinson, Barry (I)",85.8,1069121982.0,13,Barry,Levinson
158595,"Levis, Paul",5.8,0.0,1,Paul,Levis
158692,"Levy, Edmond (I)",7.2,0.0,1,Edmond,Levy
158716,"Levy, Jefery",5.6,63649.0,1,Jefery,Levy
158773,"Levy, Shuki",2.8,8109349.0,1,Shuki,Levy
158831,"Lewin, Albert",6.9,0.0,1,Albert,Lewin
158966,"Lewis, Herschell Gordon",15.1,4000000.0,3,Herschell,Lewis
158989,"Lewis, Jerry (I)",6.6,0.0,1,Jerry,Lewis
159007,"Lewis, Joseph H.",14.2,0.0,2,Joseph,Lewis
159037,"Lewis, Mark (I)",3.4,3992809.0,1,Mark,Lewis
159773,"Lieberman, Robert (I)",4.8,22936273.0,1,Robert,Lieberman
160008,"Lik, Val",3.9,103163.0,1,Val,Lik
160252,"Lima, Kevin",13.6,483540416.0,2,Kevin,Lima
160271,"Liman, Doug",14.5,21348225.0,2,Doug,Liman
160754,"Lindsay-Hogg, Michael",12.6,78168.0,2,Michael,Lindsay Hogg
160908,"Linklater, Richard",27.9,41373601.0,4,Richard,Linklater
160965,"Linson, Art",6.5,6659377.0,1,Art,Linson
161041,"Liotti, Ken",5.2,19381.0,1,Ken,Liotti
161227,"Lisberger, Steven",6.7,26918576.0,1,Steven,Lisberger
161376,"Little, Dwight H.",21.7,128717750.0,4,Dwight,Little
161668,"Livingston, Jennie (I)",7.6,3779620.0,1,Jennie,Livingston
161871,"Llosa, Luis",9.7,307285767.0,2,Luis,Llosa
161897,"Lloyd, Frank (I)",20.2,8000000.0,3,Frank,Lloyd
161972,"Lo, Chi Muoi",6.3,1315573.0,1,Chi,Lo
161997,"Lo, Susanna",8.1,0.0,1,Susanna,Lo
162015,"Loach, Ken",22.3,588541.0,3,Ken,Loach
162398,"Logan, Bob (I)",7.0,1382462.0,2,Bob,Logan
162415,"Logan, Joshua (I)",21.6,58000000.0,3,Joshua,Logan
162449,"Logothetis, Dimitri",2.7,0.0,1,Dimitri,Logothetis
162685,"Loncraine, Richard",7.4,2600000.0,1,Richard,Loncraine
162891,"Longo, Robert (I)",5.3,52400000.0,1,Robert,Longo
163303,"Lord, Peter (I)",7.1,106793915.0,1,Peter,Lord
163749,"Lounsbery, John",6.9,21215869.0,1,John,Lounsbery
163979,"Low, Stephen (I)",6.3,15982846.0,1,Stephen,Low
164359,"Lubin, Arthur",6.9,0.0,1,Arthur,Lubin
164372,"Lubitsch, Ernst",32.0,2670996.0,4,Ernst,Lubitsch
164445,"Lucas, George (I)",22.8,1303316302.0,3,George,Lucas
164591,"Lucidi, Maurizio",5.2,0.0,1,Maurizio,Lucidi
164694,"Ludwig, Edward",6.3,0.0,1,Edward,Ludwig
164789,"Luhrmann, Baz",13.8,58076750.0,2,Baz,Luhrmann
164962,"Lumet, Sidney",76.3,225015949.0,11,Sidney,Lumet
165001,"Luna, Bigas",6.7,244465.0,1,Bigas,Luna
165286,"Lupino, Ida",7.0,0.0,1,Ida,Lupino
165341,"Lurie, Rod",13.3,22506394.0,2,Rod,Lurie
165371,"Luske, Hamilton",71.4,201373210.0,10,Hamilton,Luske
165399,"Lustig, Dana",4.9,27000.0,1,Dana,Lustig
165692,"Lynch, David (I)",52.5,85292316.0,7,David,Lynch
165709,"Lynch, Jennifer Chambers (I)",4.2,1796389.0,1,Jennifer,Lynch
165740,"Lynch, Paul (I)",5.2,14796236.0,1,Paul,Lynch
165778,"Lyne, Adrian",30.5,688023619.0,5,Adrian,Lyne
165812,"Lynn, Jonathan (I)",37.7,215407716.0,6,Jonathan,Lynn
165862,"Lyon, Francis D.",6.8,0.0,1,Francis,Lyon
166330,"López, Temístocles",4.5,0.0,1,Temstocles,Lpez
166385,"Löwenhielm, Pontus",6.0,0.0,1,Pontus,Lwenhielm
166791,"MacDonald, David (I)",4.9,0.0,1,David,MacDonald
166806,"Macdonald, Hettie",7.5,1449934.0,1,Hettie,Macdonald
166840,"MacDonald, Peter (I)",8.3,189015611.0,2,Peter,MacDonald
166921,"MacGillivray, Greg",7.1,127990128.0,1,Greg,MacGillivray
166993,"Machatý, Gustav",7.7,0.0,1,Gustav,Machat
167193,"Mackendrick, Alexander",7.6,28900000.0,1,Alexander,Mackendrick
167296,"MacKinnon, Gillies",18.6,4691560.0,3,Gillies,MacKinnon
167340,"Maclean, Alison",6.8,1282084.0,1,Alison,Maclean
167452,"MacNaughton, Ian (I)",7.5,503841.0,1,Ian,MacNaughton
167609,"Madden, John (I)",14.4,113759252.0,2,John,Madden
167634,"Maddin, Guy",6.9,0.0,1,Guy,Maddin
168055,"Maggenti, Maria",5.9,1977544.0,1,Maria,Maggenti
168837,"Majidi, Majid",15.9,2735547.0,2,Majid,Majidi
