movieid,writerid,addition,additions
2265771,299081,"(additional story development)  <4,1,7>",additional story development
2265771,339724,"(story supervisor: artistic)  <2,1,1>",story supervisor
2265771,406095,"(story)  <3,1,3>",story
2266198,339296,"(written by)  <1,1,1>",written by
2266555,127493,"(novels)  <1,1,1>",novels
2266555,152191,"(written by)  <2,1,1>",written by
2266574,132133,"(story)  <1,1,1>",story
2266574,314756,"(screenplay)  <2,1,1>",screenplay
2266574,333852,"(screenplay) (as Katt Shea Ruben)  <2,1,2>",screenplay
2266575,189470,,
2266691,140451,"(adaptation written by: English version)  <3,1,1>",adaptation written by
2266691,145053,"(adaptation written by: English version)  <3,1,2>",adaptation written by
2266691,336227,"(written by)  <2,1,1>",written by
2266691,357939,"(creator)  <1,1,1>",creator
2266691,367781,"(adaptation written by: English version)  <3,1,3>",adaptation written by
2266891,336227,,
2266891,357939,(original concept),original concept
2267111,169384,"(screenplay)  <1,1,1>",screenplay
2267111,169384,"(story)  <2,1,1>",story
2267111,293635,"(screenplay)  <1,1,2>",screenplay
2267111,293635,"(story)  <2,1,2>",story
2267111,395051,"(screenplay)  <1,2,1>",screenplay
2267114,35095,"(written by) (as Barry Blaustein)  <2,1,1>",written by
2267114,169384,"(characters created by)  <1,1,1>",characters created by
2267114,293635,"(characters created by)  <1,1,2>",characters created by
2267114,334060,"(written by)  <2,1,2>",written by
2267116,35095,(characters) (uncredited),characters
2267116,169384,"(characters creator)  <1,1,1>",characters creator
2267116,293635,"(characters creator)  <1,1,2>",characters creator
2267116,296251,"(written by)  <2,1,1>",written by
2267116,334060,(characters) (uncredited),characters
2267118,35095,(characters) (uncredited),characters
2267118,169384,"(characters)  <1,1,1>",characters
2267118,293635,"(characters)  <1,1,2>",characters
2267118,296251,"(written by)  <2,1,1>",written by
2267118,334060,(characters) (uncredited),characters
2267120,35095,(characters) (uncredited),characters
2267120,78166,"(written by) (as Stephen J. Curwick)  <2,1,1>",written by
2267120,169384,"(characters creator)  <1,1,1>",characters creator
2267120,293635,"(characters creator)  <1,1,2>",characters creator
2267120,296251,(characters) (uncredited),characters
2267120,334060,(characters) (uncredited),characters
2267121,78166,"(written by) (as Stephen J. Curwick)  <2,1,1>",written by
2267121,169384,"(characters)  <1,1,1>",characters
2267121,293635,"(characters)  <1,1,2>",characters
2267434,70951,"(written by)  <1,1,1>",written by
2267673,290992,"(novel)  <1,1,1>",novel
2267673,356042,"(written for the screen by)  <2,1,1>",written for the screen by
2267777,136822,"(screenplay)  <1,1,2>",screenplay
2267777,346413,"(screenplay)  <1,1,1>",screenplay
2267777,346413,"(story)  <2,1,1>",story
2267777,379656,"(screenplay)  <1,1,3>",screenplay
2267780,136822,(written by),written by
2267780,379656,(written by),written by
2267781,110015,(uncredited),uncredited
2267781,334724,(writer),writer
2267781,357703,(writer),writer
2268063,70504,"(scenario collaborator: for first draft)  <2,1,1>",scenario collaborator
2268063,93402,"(written by)  <1,1,1>",written by
2268776,109867,"(screenplay)  <1,1,1>",screenplay
2268776,330065,"(based on characters by)  <2,1,1>",based on characters by
2269366,230477,"(book) (as Brig. Gen. S.L.A. Marshall USAR)  <1,1,1>",book
2269366,388080,"(screenplay)  <2,1,1>",screenplay
2269410,66461,"(written by)  <1,1,1>",written by
2269426,66461,"(written by)  <1,1,3>",written by
2269426,272875,"(written by)  <1,1,2>",written by
2269426,355829,"(written by) (as Roger E. Swaybill)  <1,1,1>",written by
2269444,66461,(characters),characters
2269444,349343,,
2270182,61868,"(scenario)  <1,1,2>",scenario
2270182,97502,"(scenario)  <1,1,1>",scenario
2270749,371645,"(adaptation and dialogue)  <2,1,2>",adaptation and dialogue
2270749,406420,"(adaptation and dialogue)  <2,1,1>",adaptation and dialogue
2270749,406420,"(original screenplay)  <1,1,1>",original screenplay
2271178,28770,"(story)  <2,1,1>",story
2271178,43323,"(story)  <2,1,2>",story
2271178,43666,"(idea)  <1,1,2>",idea
2271178,87548,"(screenplay)  <3,1,1>",screenplay
2271178,313521,"(idea)  <1,1,1>",idea
2271178,370753,"(story)  <2,1,3>",story
2271822,320129,"(written by)  <1,1,1>",written by
2271870,153823,,
2272308,44600,"(screenplay)  <2,3,1>",screenplay
2272308,133152,"(screenplay)  <2,2,1>",screenplay
2272308,159506,"(novel)  <1,1,1>",novel
2272308,356008,"(screenplay)  <2,1,1>",screenplay
2272532,360521,"(written by)  <1,1,1>",written by
2273044,363280,"(written by)  <1,1,1>",written by
2273044,363287,"(written by)  <1,1,2>",written by
2273048,363280,"(characters)  <1,1,1>",characters
2273048,363280,"(written by)  <2,1,1>",written by
2273048,363287,"(characters)  <1,1,2>",characters
2273048,363287,"(written by)  <2,1,2>",written by
2273174,73057,"(written by)  <1,2,1>",written by
2273174,171884,"(written by)  <1,1,1>",written by
2273896,28908,,
2274575,206046,"(written by)  <1,1,1>",written by
2274590,164419,"(written by)  <1,1,1>",written by
2274790,29634,"(written by)  <1,1,1>",written by
2274852,28531,,
2274852,201425,(book),book
2274949,238125,,
2275139,32391,"(screenplay)  <2,2,1>",screenplay
2275139,91378,"(novel)  <1,1,1>",novel
2275139,332503,"(screenplay)  <2,1,1>",screenplay
2275181,191320,"(novel) (as Anonymous)  <1,1,1>",novel
2275181,235163,"(screenplay)  <2,1,1>",screenplay
2275543,26173,"(screenplay)  <3,1,1>",screenplay
2275543,26173,"(story)  <2,1,1>",story
2275543,117038,"(comic strip) (as Harold R. Foster)  <1,1,1>",comic strip
2275543,156882,"(screenplay)  <3,2,1>",screenplay
2275543,217869,"(screenplay) (as Carsten Lorenz)  <3,2,2>",screenplay
2275635,79927,"(based on the book by)  <2,1,1>",based on the book by
2275635,219953,"(screenplay)  <1,2,1>",screenplay
2275635,292758,"(screenplay)  <1,1,1>",screenplay
2275709,16165,"(written by)  <1,1,1>",written by
2275709,389823,"(written by)  <1,1,2>",written by
2276353,243941,"(written by)  <1,1,1>",written by
2276353,245884,"(written by)  <1,1,3>",written by
2276353,336466,"(written by)  <1,1,2>",written by
2276841,35826,"(screenplay)  <2,1,1>",screenplay
2276841,180209,"(screenplay)  <2,2,1>",screenplay
2276841,350034,"(book)  <1,1,1>",book
2276914,138508,"(writer)  <1,1,1>",writer
2276914,268930,"(writer)  <1,1,2>",writer
2277269,199098,"(novel ""Milyï drug, tovarichtch pokoïnika"")",novel
2277334,70701,"(novel)  <1,1,1>",novel
2277334,70701,"(screenplay)  <2,1,1>",screenplay
2277334,307408,"(screenplay)  <2,2,1>",screenplay
2277505,5666,"(written by)  <1,1,1>",written by
2277505,182050,"(written by)  <1,1,2>",written by
2277506,5666,"(characters)  <1,1,1>",characters
2277506,5666,"(written by)  <2,1,1>",written by
2277506,182050,"(characters)  <1,1,2>",characters
2277506,182050,"(written by)  <2,1,2>",written by
2278340,153403,"(screenplay and story) (as Robert Heinlein)  <1,1,1>",screenplay and story
2278340,329515,"(screenplay and story)  <1,2,1>",screenplay and story
2278576,137789,"(screenplay)  <1,1,1>",screenplay
2278576,143215,"(story)  <2,1,1>",story
2278585,25524,,
2279852,7461,"(written by)  <1,1,1>",written by
2279852,336274,"(written by)  <1,1,2>",written by
2280097,35413,"(novel)  <2,1,1>",novel
2280097,348986,"(screenplay)  <1,1,1>",screenplay
2280098,35413,"(novel)  <1,1,1>",novel
2280098,348986,"(screenplay)  <2,1,1>",screenplay
2280101,49615,"(play)  <1,1,1>",play
2280101,49615,"(screenplay)  <2,1,1>",screenplay
2280125,35413,"(characters)  <2,1,1>",characters
2280125,160260,"(written by)  <1,1,1>",written by
2280126,35413,"(characters)  <2,1,1>",characters
2280126,289387,"(written by)  <1,1,1>",written by
2280376,95049,"(writer)  <1,1,3>",writer
2280376,240022,"(writer)  <1,1,1>",writer
2280376,338993,"(writer)  <1,1,2>",writer
2280997,16304,"(story)  <1,2,1>",story
2280997,359552,"(story)  <1,1,1>",story
2280997,359552,"(written by)  <2,1,1>",written by
2281105,255208,"(written by)  <1,1,1>",written by
2281160,54966,"(screenplay)  <3,1,1>",screenplay
2281160,54966,"(story)  <2,1,1>",story
2281160,127997,"(screenplay)  <3,2,1>",screenplay
2281160,178908,"(poem)  <1,1,1>",poem
2281160,389062,"(story) (as Richard C. Weinman)  <2,2,2>",story
2281160,395904,"(story)  <2,2,1>",story
2281612,403609,,
2282360,61594,"(screenplay)  <2,1,1>",screenplay
2282360,61607,"(screenplay)  <2,1,2>",screenplay
2282360,119765,"(article Something's Got To Give)  <1,1,1>",article Somethings Got To Give
2285092,26848,,
2285138,141716,"(screenplay)  <2,2,1>",screenplay
2285138,192114,"(screenplay)  <2,1,1>",screenplay
2285138,192114,"(story)  <1,1,1>",story
2285139,192114,"(original story)  <1,1,1>",original story
2285139,192114,"(screenplay)  <2,1,1>",screenplay
2285647,323998,"(story)  <1,1,2>",story
2285647,346607,"(screenplay)  <2,1,1>",screenplay
2285647,346607,"(story)  <1,1,1>",story
2285997,61398,"(novel ""The King's Damosel"")  <1,1,1>",novel
2285997,84976,"(screenplay)  <2,1,1>",screenplay
2285997,109594,"(screenplay)  <2,3,1>",screenplay
2285997,325666,"(screenplay)  <2,2,1>",screenplay
2285997,330295,"(screenplay)  <2,3,2>",screenplay
2286681,15530,"(screenplay)  <1,1,1>",screenplay
2286681,134794,"(book ""Remembering America: A Voice From the Sixties"")  <2,1,1>",book
2287637,253935,"(written by)  <1,1,1>",written by
2288084,6683,"(written by)  <1,1,1>",written by
2288257,166080,"(screenplay)  <2,1,1>",screenplay
2288257,183319,"(screenplay)  <2,1,2>",screenplay
2288257,219239,"(story)  <1,1,1>",story
2288257,273477,"(screenplay)  <2,2,2>",screenplay
2288257,303094,"(screenplay)  <2,2,1>",screenplay
2288625,56800,"(with)  <2,1,1>",with
2288625,202365,"(based on the book by) (as Jake La Motta)  <1,1,1>",based on the book by
2288625,231107,"(screenplay)  <3,2,1>",screenplay
2288625,323821,"(with)  <2,2,1>",with
2288625,327204,"(screenplay)  <3,1,1>",screenplay
2288828,182680,"(screenplay)  <1,1,1>",screenplay
2288828,183565,"(story)  <2,2,1>",story
2288828,219239,"(story)  <2,1,1>",story
2288908,157141,"(screenplay)  <2,1,1>",screenplay
2288908,384661,"(story)  <1,1,1>",story
2288969,9438,"(screen adaptation)  <3,1,1>",screen adaptation
2288969,70237,"(play)  <1,1,1>",play
2288969,234693,"(story)  <2,1,1>",story
2288969,298976,"(play) (as C. Randolph)  <1,2,1>",play
2289039,23856,"(screenplay)  <2,1,1>",screenplay
2289039,253935,"(screenplay)  <2,2,1>",screenplay
2289039,253935,"(story)  <1,1,1>",story
2289215,6516,"(screenplay)  <1,1,1>",screenplay
2289279,78246,"(novel)  <3,1,1>",novel
2289279,164359,"(adaptation)  <2,1,1>",adaptation
2289279,185999,"(screenplay)  <1,1,1>",screenplay
2289300,68346,"(written by)  <1,1,1>",written by
2289300,68351,"(written by)  <1,1,2>",written by
2290129,211002,"(written by)  <2,2,1>",written by
2290129,253447,"(characters)  <1,1,1>",characters
2290129,347673,"(written by)  <2,1,1>",written by
2290136,52775,"(screenplay)  <3,2,1>",screenplay
2290136,172707,"(story)  <2,1,1>",story
2290136,253447,"(characters)  <1,1,1>",characters
2290136,347673,"(screenplay)  <3,1,1>",screenplay
2290316,167111,"(screenplay)  <1,3,1>",screenplay
2290316,199172,"(screenplay)  <1,1,1>",screenplay
2290316,270245,"(screenplay)  <1,2,1>",screenplay
2290316,332709,"(play ""King Lear"")",play
2290489,2390,"(novel)  <1,1,1>",novel
2290489,219641,"(screenplay)  <3,1,1>",screenplay
2290489,290269,"(adaptation)  <2,1,1>",adaptation
2290562,225107,(writer),writer
2290793,164832,"(story)  <1,1,1>",story
2290793,167335,"(screenplay)  <2,2,1>",screenplay
2290793,224780,"(story)  <1,2,1>",story
2290793,293071,"(screenplay)  <2,1,1>",screenplay
2291501,175622,,
2291903,139573,"(written by)  <1,1,1>",written by
2291994,13124,"(suggested by a story by)  <2,1,1>",suggested by a story by
2291994,14611,"(suggested by a story by)  <2,2,1>",suggested by a story by
2291994,15474,"(written by)  <1,1,1>",written by
2291994,157141,"(written by)  <1,1,2>",written by
2292109,21722,"(screenplay)  <1,1,1>",screenplay
2292470,135212,"(screenplay)  <2,1,3>",screenplay
2292470,218510,"(story ""Herbert West, Re-Animator"")  <1,1,1>",story
2292470,266498,"(screenplay) (as William J. Norris)  <2,1,2>",screenplay
2292470,277179,"(screenplay)  <2,1,1>",screenplay
2292610,164419,"(written by)  <1,1,1>",written by
2292773,43648,"(written by)  <1,1,1>",written by
2292920,169384,(screenplay),screenplay
2292920,169384,(story),story
2292920,293635,(screenplay),screenplay
2292920,293635,(story),story
2292920,367187,,
2293200,63656,"(written by)  <1,1,1>",written by
2293416,152027,"(screenplay)  <1,1,1>",screenplay
2293416,398240,"(short story)  <2,1,1>",short story
2293483,21152,(story),story
2293483,24888,(screenplay),screenplay
2293483,274179,(screenplay),screenplay
2293483,317884,(story),story
2293483,403183,(as Joseph McLee) (screenplay),
2293500,96678,"(celebrated novel)  <1,1,1>",celebrated novel
2293500,149739,"(screen play)  <2,2,1>",screen play
2293500,159793,"(adaptation)  <3,2,1>",adaptation
2293500,222452,"(adaptation)  <3,1,1>",adaptation
2293500,334880,"(screen play)  <2,1,1>",screen play
2293587,300360,"(story)  <3,1,1>",story
2293587,336295,"(adaptation)  <2,1,1>",adaptation
2293587,350109,"(screenplay)  <1,1,1>",screenplay
2293915,219226,"(play) (uncredited)  <1,1,1>",play
2293915,219226,"(written by)  <2,1,1>",written by
2294497,189714,"(written by)  <1,1,1>",written by
2294518,245479,"(screenplay)  <2,1,1>",screenplay
2294518,303976,"(screenplay)  <2,2,1>",screenplay
2294518,303976,"(story)  <1,1,1>",story
2294990,79575,"(written by)  <1,1,1>",written by
2294990,79590,"(written by)  <1,1,2>",written by
2295106,107099,"(written by)  <2,1,1>",written by
2295106,163029,"(character)  <1,1,1>",character
2295106,222325,"(written by)  <2,2,1>",written by
2295575,25556,"(written by)  <1,1,1>",written by
2295575,139722,"(written by)  <1,1,2>",written by
2296145,85688,(dialogue) (uncredited),dialogue
2296145,145074,(dialogue) (uncredited),dialogue
2296145,274850,,
2296438,344637,(writer),writer
2296667,197536,"(written by)  <1,1,1>",written by
2296892,199725,,
2296892,291447,(novel),novel
2296987,395467,,
2297049,57931,(writer),writer
2297404,162930,"(written by)  <1,1,1>",written by
2297836,49241,"(written by)  <1,1,1>",written by
2298189,136688,,
2298189,289699,(voice overs written by),voice overs written by
2298460,74695,"(written by)  <1,1,1>",written by
2298603,216581,"(written by)  <1,1,1>",written by
2298717,41011,"(original screenplay) (as Gerard Brach)  <1,1,2>",original screenplay
2298717,289596,"(original screenplay)  <1,1,1>",original screenplay
2298717,351509,"(adaptation)  <2,1,1>",adaptation
2298717,351509,"(additional dialogue)  <3,1,1>",additional dialogue
2298804,13607,"(screenplay)  <2,2,1>",screenplay
2298804,330536,"(based on the book by)  <1,1,1>",based on the book by
2298804,330536,"(screenplay)  <2,1,1>",screenplay
2299047,16304,"(background radio dialog)  <2,1,1>",background radio dialog
2299047,359552,"(background radio dialog)  <2,1,2>",background radio dialog
2299047,359552,"(written by)  <1,1,1>",written by
2299492,368707,"(novel)  <1,1,1>",novel
2299492,385662,"(screenplay)  <2,1,1>",screenplay
2299646,239797,"(novel)  <1,1,1>",novel
2299646,239797,"(screenplay)  <2,1,1>",screenplay
2299999,17847,"(written by)  <1,1,3>",written by
2299999,146727,"(written by)  <1,1,1>",written by
2299999,352404,"(written by)  <1,1,2>",written by
2300104,187221,"(characters)  <2,1,1>",characters
2300104,229774,"(written by)  <1,1,1>",written by
2300162,30430,"(screenplay) (as Edward L. Bernds)  <1,1,1>",screenplay
2300162,203271,"(short story ""The Fly"")  <2,1,1>",short story
2300333,134675,"(story)  <1,2,2>",story
2300333,165084,"(screenplay)  <2,1,1>",screenplay
2300333,165084,"(story)  <1,1,1>",story
2300333,201659,"(screenplay)  <2,1,2>",screenplay
2300333,201659,"(story)  <1,1,2>",story
2300333,349994,"(story)  <1,2,1>",story
2300351,24661,"(novels ""Ozma of Oz"" and ""The Land of Oz"")",and
2300351,88667,,
2300351,256663,,
2300354,176336,"(motion picture Force Majeure)  <1,1,1>",motion picture Force Majeure
2300354,308338,"(screenplay)  <2,2,1>",screenplay
2300354,325080,"(motion picture Force Majeure) (as O. Schatzky)  <1,2,1>",motion picture Force Majeure
2300354,352591,"(screenplay)  <2,1,1>",screenplay
2300450,248871,(writer),writer
2300450,321241,(writer),writer
2300450,396242,(writer),writer
2301991,69816,(novel),novel
2301991,158589,(adaptation),adaptation
2301991,303551,,
2301991,374560,,
2302051,216999,"<2,2,1>",
2302051,238773,"<2,1,1>",
2302051,332709,"(play)  <1,1,1>",play
2302418,334310,"(written by)  <1,1,1>",written by
2302526,324973,"(screenplay)  <2,1,1>",screenplay
2302526,397939,"(novel ""Woe to Live On"")  <1,1,1>",novel
2302661,111985,"(screenplay)  <2,1,1>",screenplay
2302661,379531,"(collaboration)  <2,1,2>",collaboration
2302661,387259,"(dialogue)  <3,1,1>",dialogue
2302661,387259,"(scenario)  <1,1,1>",scenario
2303621,30631,"(written by)  <1,1,1>",written by
2303953,270233,"(written by)  <1,1,1>",written by
2304264,17692,"(screenplay)  <2,2,2>",screenplay
2304264,75767,"(novel)  <1,1,1>",novel
2304264,75767,"(screenplay)  <2,2,1>",screenplay
2304264,183565,"(screenplay)  <2,1,1>",screenplay
2304330,43369,"(written by)  <1,1,1>",written by
2305025,173649,"(screenplay)  <2,1,2>",screenplay
2305025,278638,"(screenplay)  <2,1,1>",screenplay
2305025,366306,"(story)  <1,1,1>",story
2305197,13247,"(written by)  <1,1,2>",written by
2305197,286279,"(written by)  <1,1,1>",written by
2305466,398167,,
2305587,333416,"(screenplay)  <1,1,1>",screenplay
2305931,9370,"(character and story conceptions)  <2,1,1>",character and story conceptions
2305931,9370,"(story sequences)  <3,1,1>",story sequences
2305931,67472,"(story)  <1,1,1>",story
2305931,67569,"(story sequences)  <3,1,4>",story sequences
2305931,128334,"(story sequences)  <3,1,2>",story sequences
2305931,244495,"(story sequences) (as Dave Michener)  <3,1,6>",story sequences
2305931,355455,"(story sequences)  <3,1,5>",story sequences
2305931,363205,"(story sequences)  <3,1,3>",story sequences
2305974,44725,"(screenplay)  <2,1,1>",screenplay
2305974,60859,"(screenplay)  <2,1,2>",screenplay
2305974,60859,"(story)  <1,1,2>",story
2305974,333096,"(screenplay) (as J. David Shapiro)  <2,1,3>",screenplay
2305974,333096,"(story) (as J. David Shapiro)  <1,1,1>",story
2305976,88759,"(screenplay)  <2,1,1>",screenplay
2305976,88759,"(story)  <1,1,1>",story
2305976,387538,"(screenplay)  <2,1,2>",screenplay
2306194,247030,"(written by)  <1,1,2>",written by
2306194,262892,"(written by)  <1,1,1>",written by
2306197,138378,"(screenplay)  <3,1,2>",screenplay
2306197,245834,"(screenplay)  <3,1,1>",screenplay
2306197,245834,"(story)  <2,1,1>",story
2306197,247030,"(characters)  <1,1,2>",characters
2306197,262892,"(characters)  <1,1,1>",characters
2306201,86917,"(screenplay)  <3,2,1>",screenplay
2306201,245834,"(screenplay)  <3,1,1>",screenplay
2306201,245834,"(story)  <2,1,1>",story
2306201,247030,"(characters)  <1,1,2>",characters
2306201,262892,"(characters)  <1,1,1>",characters
2307015,96703,(writer),writer
2307071,147041,"(additional dialogue) (as Orville Hampton)  <1,1,1>",additional dialogue
2307071,262855,"(written by)  <2,1,1>",written by
2307071,369799,(uncredited),uncredited
2307228,347673,"(written by)  <1,1,1>",written by
2307246,347673,"(written by)  <1,1,1>",written by
2307247,347673,"(written by)  <1,1,1>",written by
2307248,347673,"(written by)  <1,1,1>",written by
2307289,347673,"(written by)  <1,1,1>",written by
2307534,251619,(written by),written by
2307985,71769,"(story)  <1,1,1>",story
2307985,211557,"(screen story)  <2,2,1>",screen story
2307985,211557,"(screenplay)  <3,1,1>",screenplay
2307985,214565,"(screen story)  <2,2,2>",screen story
2307985,214565,"(screenplay)  <3,1,2>",screenplay
2307985,334192,"(screen story)  <2,1,1>",screen story
2308229,91602,"(screenplay)  <1,3,1>",screenplay
2308229,165266,"(screenplay)  <1,2,1>",screenplay
2308229,369799,"(screenplay) (originally uncredited)  <1,1,1>",screenplay
2308229,369799,"(story) (originally uncredited)  <2,1,1>",story
2308305,42690,"(scenario and dialogue)  <1,1,1>",scenario and dialogue
2308476,92964,(uncredited),uncredited
2308476,118523,(uncredited),uncredited
2308476,337780,(uncredited),uncredited
2308476,363175,"(written by)  <1,1,1>",written by
2308720,219722,"(screenplay)  <2,1,2>",screenplay
2308720,281272,"(screenplay)  <2,1,1>",screenplay
2308720,332709,"(play)  <1,1,1>",play
2308725,154450,"(written by)  <1,1,1>",written by
2308730,30668,"(screenplay)  <2,1,1>",screenplay
2308730,172709,"(screenplay)  <2,2,1>",screenplay
2308730,181693,"(story)  <1,1,1>",story
2308758,46671,"(screenplay)  <2,1,1>",screenplay
2308758,78829,"(screenplay)  <2,1,2>",screenplay
2308758,332709,"(play)  <1,1,1>",play
2308758,404396,"(screenplay)  <2,1,3>",screenplay
2308889,398679,(written by),written by
2308916,325630,"(play ""The Ladies Room"")  <1,1,1>",play
2308916,325630,"(screenplay)  <2,1,1>",screenplay
2309076,226314,"(screenplay) (as Richard Weisz)  <2,2,1>",screenplay
2309076,404462,"(screenplay)  <2,1,1>",screenplay
2309076,404462,"(story)  <1,1,1>",story
2309334,41508,"(novel)  <2,1,1>",novel
2309334,279901,"(screenplay)  <1,1,1>",screenplay
2309334,305282,(uncredited),uncredited
2309427,11633,"(screenplay)  <3,1,1>",screenplay
2309427,11633,"(short story)  <1,1,1>",short story
2309427,11633,"(story)  <2,1,1>",story
2309427,243427,"(screenplay)  <3,2,1>",screenplay
2309617,76187,"(adapted by)  <1,1,1>",adapted by
2309617,146674,"(from the play by)  <2,1,1>",from the play by
2309617,152742,"(uncredited)  <4,1,1>",uncredited
2309617,205263,"(screenplay)  <3,1,1>",screenplay
2310074,371566,"(written by)  <1,1,1>",written by
2310119,211368,"(novel)  <1,1,1>",novel
2310119,289596,"(screenplay)  <2,1,1>",screenplay
2310159,332709,"(play ""The Tragedy of Hamlet, Prince of Denmark"") (uncredited)  <1,1,1>",play
2310159,351759,"(play) (uncredited)  <2,1,1>",play
2310159,351759,"(written by)  <3,1,1>",written by
2310222,81176,(writer),writer
2310222,81178,(writer),writer
2310236,289481,"(written by)  <1,1,1>",written by
2310265,368055,(writer),writer
2310722,44578,"(screenplay)  <2,2,1>",screenplay
2310722,61847,"(novel ""Miss Shumway Waves a Wand"")  <1,1,1>",novel
2310722,256246,"(screenplay) (as Robert Mundy)  <2,1,1>",screenplay
2310722,282856,"(screenplay)  <2,2,2>",screenplay
2310724,4811,"(novel ""The Man in Black"")  <1,1,1>",novel
2310724,4811,"(screenplay)  <2,2,1>",screenplay
2310724,36452,"(screenplay)  <2,1,1>",screenplay
2310851,104382,,
2310851,249813,,
2310980,194467,"(written by)  <1,1,2>",written by
2310980,211325,"(written by)  <1,1,1>",written by
2311011,205753,"(screenplay)  <1,1,1>",screenplay
2311011,389343,"(screenplay)  <1,2,1>",screenplay
2311011,389343,"(story)  <2,1,1>",story
2311879,267436,(writer),writer
2311916,381088,,
2312022,288533,"(written by)  <1,1,1>",written by
2312345,122457,"(screenplay)  <2,1,1>",screenplay
2312345,388085,"(story) (as James Webb)  <1,1,1>",story
2312692,25273,"(novel ""Run Silent, Run Deep"") (as Commander Edward L. Beach)  <2,1,1>",novel
2312692,126712,"(screenplay)  <1,1,1>",screenplay
2312819,75767,"(written by)  <1,1,1>",written by
2312852,237969,"(written by)  <1,1,1>",written by
2312852,278970,"(written by)  <1,1,2>",written by
2312897,48222,"(screenplay)  <1,1,3>",screenplay
2312897,188294,(story) (uncredited),story
2312897,199172,"(based on a screenplay by)  <2,1,1>",based on a screenplay by
2312897,245447,"(screenplay)  <1,1,1>",screenplay
2312897,270245,(story) (uncredited),story
2312897,405722,"(screenplay)  <1,1,2>",screenplay
2313047,197440,"(original story)  <1,1,1>",original story
2313047,197440,"(screenplay)  <2,1,2>",screenplay
2313047,342250,"(screenplay)  <2,1,1>",screenplay
2313093,90012,"(screenplay)  <2,1,1>",screenplay
2313093,90012,"(story)  <1,1,1>",story
2313093,165823,"(screenplay)  <2,2,1>",screenplay
2313464,195472,"(screenplay)  <2,1,1>",screenplay
2313464,201957,"(screenplay)  <2,2,1>",screenplay
2313464,201957,"(story)  <1,1,1>",story
2313519,9596,"(written by)  <1,1,1>",written by
2313519,395244,"(written by)  <1,1,2>",written by
2313912,154806,"(story ""The Ransom of Red Chief"")",story
2313912,205153,"(written by)  <1,1,1>",written by
2314869,211737,"(screenplay)  <2,2,1>",screenplay
2314869,314842,"(screenplay)  <2,1,1>",screenplay
2314869,389744,"(novel)  <1,1,1>",novel
2315269,242741,"(written by)  <1,1,1>",written by
2316009,28566,"(screen play)  <2,1,1>",screen play
2316009,71162,"(from the novel: ""The Secret Agent"" by)  <1,1,1>",
2316009,103815,"(additional dialogue) (as E.V.H.Emmett)  <5,1,1>",additional dialogue
2316009,151809,"(dialogue)  <3,1,1>",dialogue
2316009,303551,"(continuity)  <4,1,1>",continuity
2316009,338621,"(dialogue)  <3,1,2>",dialogue
2316029,149739,"(original screen play)  <1,1,2>",original screen play
2316029,158589,"(story) (uncredited)  <2,1,1>",story
2316029,278460,"(original screen play)  <1,1,3>",original screen play
2316029,379946,"(original screen play)  <1,1,1>",original screen play
2316046,208894,"(written by)  <1,1,3>",written by
2316046,360812,"(from the play by) (as Samuel Taylor)  <2,1,1>",from the play by
2316046,360812,"(written by) (as Samuel Taylor)  <1,1,2>",written by
2316046,393003,"(written by)  <1,1,1>",written by
2316049,28114,"(screenplay)  <3,1,1>",screenplay
2316049,208894,"(earlier screenplay)  <2,3,1>",earlier screenplay
2316049,300429,"(screenplay)  <3,1,2>",screenplay
2316049,360812,"(earlier screenplay) (as Samuel Taylor)  <2,2,1>",earlier screenplay
2316049,360812,"(play) (as Samuel Taylor)  <1,1,1>",play
2316049,393003,"(earlier screenplay)  <2,1,1>",earlier screenplay
2316115,173465,"(screenplay)  <2,1,3>",screenplay
2316115,250536,"(screenplay)  <2,1,2>",screenplay
2316115,250536,"(story)  <1,1,2>",story
2316115,272181,"(screenplay)  <2,1,1>",screenplay
2316115,272181,"(story)  <1,1,1>",story
2316115,310864,"(story)  <1,1,3>",story
2316742,152191,"(written by)  <1,1,1>",written by
2316800,146398,"(written by)  <1,1,1>",written by
2316801,17575,"(novel)  <1,1,1>",novel
2316801,133300,"(screenplay)  <2,1,1>",screenplay
2318730,43592,"(story)  <2,1,1>",story
2318730,74052,"(story research)  <1,1,2>",story research
2318730,137193,"(story)  <2,1,6>",story
2318730,164137,"(story)  <2,1,5>",story
2318730,301650,"(story)  <2,1,4>",story
2318730,329602,"(story research)  <1,1,1>",story research
2318730,342765,"(story research)  <1,1,3>",story research
2318730,394295,"(story)  <2,1,3>",story
2318730,398809,"(story)  <2,1,2>",story
2318736,6846,,
2318736,362987,,
2319753,40120,,
2319753,365687,,
2320925,16992,(writer),writer
2320925,34991,(novel),novel
2320925,118165,(writer),writer
2320925,120880,(writer),writer
2321221,376830,,
2321373,263231,"(screenplay)  <2,1,1>",screenplay
2321373,263231,"(story)  <1,1,1>",story
2321373,263276,"(story)  <1,2,1>",story
2321444,47504,"(original screenplay)  <1,1,1>",original screenplay
2321525,37563,,
2321525,233401,,
2321525,300470,,
2321649,105426,(writer),writer
2322051,263569,(play),play
2322051,263569,(screenplay),screenplay
2322051,264041,,
2323351,8472,"(screenplay)  <1,1,1>",screenplay
2323351,23057,"(story)  <2,1,1>",story
2324074,76489,"(screenplay)  <2,2,1>",screenplay
