movieid,time,addition,time1,addition1
2145409,136,(uncut version),136,uncut version
2145409,100,(TV version),100,TV version
2145603,110,(2004 Criterion DVD edition),110,2004 Criterion DVD edition
2145603,117,,117,
2145603,118,,118,
2145603,105,(2000 restored version),105,2000 restored version
2145603,108,(re-release),108,re-release
2145603,99,,99,
2145699,101,,101,
2145942,116,,116,
2145942,112,(PG version),112,PG version
2146691,113,,113,
2146907,127,,127,
2146945,88,,88,
2147404,81,,81,
2147519,100,(uncut version),100,uncut version
2147519,85,(edited version),85,edited version
2147811,128,,128,
2147811,136,,136,
2147941,88,,88,
2147941,92,,92,
2147962,115,,115,
2147962,115,,115,
2147992,93,,93,
2147992,85,(cut version),85,cut version
2148026,93,,93,
2148037,88,,88,
2148037,93,(special edition),93,special edition
2148039,95,,95,
2148039,96,,96,
2148039,87,(heavily cut),87,heavily cut
2148039,96,,96,
2148039,94,,94,
2148040,107,,107,
2148165,96,,96,
2148281,135,,135,
2148281,134,,134,
2148400,122,,122,
2148608,111,,111,
2148848,88,,88,
2149158,120,,120,
2150211,188,,188,
2150224,124,,124,
2151493,100,,100,
2151499,95,,95,
2151499,95,,95,
2151740,75,,75,
2153014,202,,202,
2153110,116,(1997 alternate version),116,1997 alternate version
2153283,107,,107,
2153421,90,,90,
2153457,123,(extended version),123,extended version
2153457,94,,94,
2153998,106,,106,
2153998,110,,110,
2153998,95,(original version),95,original version
2153998,110,,110,
2154565,94,,94,
2154596,80,(Slamdance Film Festival),80,Slamdance Film Festival
2154596,77,,77,
2154607,96,,96,
2154630,86,,86,
2154663,118,,118,
2155643,96,,96,
2155689,104,,104,
2156231,88,,88,
2156364,113,,113,
2156478,112,,112,
2157118,125,,125,
2157273,198,,198,
2157724,114,,114,
2158286,90,,90,
2159085,93,,93,
2159258,130,,130,
2159513,104,,104,
2159513,92,,92,
2159587,106,,106,
2160048,90,,90,
2160048,94,(alternate version),94,alternate version
2160308,98,,98,
2160428,139,,139,
2160436,108,,108,
2160769,94,,94,
2161122,99,,99,
2161144,9,,9,
2161615,73,,73,
2162013,135,,135,
2162109,98,,98,
2162109,102,,102,
2162762,140,,140,
2162869,127,,127,
2162994,98,,98,
2163340,97,,97,
2163370,101,,101,
2163581,105,,105,
2164115,120,,120,
2164115,121,,121,
2164174,108,,108,
2164328,104,,104,
2164328,100,,100,
2164624,116,,116,
2164939,99,,99,
2164942,84,,84,
2164943,96,,96,
2164944,87,,87,
2165318,106,,106,
2165411,86,(international version),86,international version
2165411,96,,96,
2165624,178,,178,
2165627,122,,122,
2165666,113,,113,
2165721,105,,105,
2165765,93,,93,
2165832,108,,108,
2166642,95,,95,
2167372,72,,72,
2167489,95,,95,
2168103,105,,105,
2168109,115,,115,
2168207,98,,98,
2168282,80,,80,
2168361,127,,127,
2168402,97,,97,
2168965,144,,144,
2168965,126,,126,
2169199,111,,111,
2169865,131,,131,
2169876,127,,127,
2170415,108,,108,
2170555,117,,117,
2170610,105,,105,
2170610,101,,101,
2170625,119,(DVD edition) (2002 Murnau Foundation 75th aniversary restored version),119,DVD edition 2002 Murnau Foundation 75th aniversary restored version
2170625,145,(2010 restored version),145,2010 restored version
2170625,153,,153,
2170625,80,(Giorgio Moroder version),80,Giorgio Moroder version
2170625,210,(premiere cut),210,premiere cut
2170625,93,(re-release version),93,re-release version
2170625,114,(25 fps) (1927 cut version),114,25 fps 1927 cut version
2170625,123,(2002 Murnau Foundation 75th aniversary restored version),123,2002 Murnau Foundation 75th aniversary restored version
2170643,98,,98,
2171511,92,,92,
2171589,137,,137,
2171762,105,,105,
2171907,105,,105,
2171943,133,,133,
2172334,102,,102,
2172541,80,,80,
2172541,73,,73,
2172808,113,,113,
2172829,121,,121,
2172947,126,,126,
2173027,155,,155,
2173296,98,,98,
2173331,95,,95,
2173343,94,,94,
2173343,84,,84,
2173344,114,,114,
2173361,95,,95,
2173730,109,,109,
2174014,111,,111,
2174318,110,,110,
2174392,87,,87,
2174453,115,,115,
2174775,105,,105,
2174775,112,(director's cut),112,director's cut
2174948,124,,124,
2174948,128,,128,
2174948,128,,128,
2174948,121,,121,
2174948,128,,128,
2175680,114,,114,
2176083,96,,96,
2176086,114,,114,
2176174,92,,92,
2176789,107,,107,
2177244,103,,103,
2177836,101,,101,
2177836,101,,101,
2177839,95,(video version),95,video version
2177839,100,,100,
2177959,114,,114,
2177983,110,,110,
2177992,123,,123,
2178276,123,,123,
2178276, 107,,107,
2178807,101,,101,
2179017,97,,97,
2179406,129,,129,
2179406,130,,130,
2179939,87,,87,
2180060,75,,75,
2180670,123,,123,
2180670,113,,113,
2180698,102,,102,
2181096,129,,129,
2181493,104,,104,
2181690,80,,80,
2181898,97,,97,
2181907,103,,103,
2181907,110,(Ontario),110,Ontario
2182213,113,,113,
2182213, 105,(cut version),105,cut version
2182361,134,,134,
2182564,124,,124,
2182564, 110,,110,
2183016,96,,96,
2183016,95,,95,
2183016,92,,92,
2183254,91,,91,
2183622,66,,66,
2183643,105,,105,
2183675,126,,126,
2183726,102,,102,
2184999,101,,101,
2185015,95,,95,
2185038,102,,102,
2185767,114,,114,
2186706,98,,98,
2186706,93,,93,
2187505,95,,95,
2187739,91,,91,
2187886,143,,143,
2187957,103,,103,
2187965,114,,114,
2188028,87,,87,
2188074,91,,91,
2188074,91,,91,
2188074,92,,92,
2188117,92,,92,
2188295,119,,119,
2188332,129,,129,
2188332, 120,(TV),120,TV
2188440,98,,98,
2188458,96,,96,
2188547,105,,105,
2188553,97,,97,
2188633,125,,125,
2188696,134,,134,
2188708,125,,125,
2188768,105,,105,
2188978,111,,111,
2189533,90,,90,
2189721,88,,88,
2189721,85,,85,
2189833,107,,107,
2189969,117,,117,
2190062,112,,112,
2190354,99,,99,
2190371,87,,87,
2190371,88,,88,
2190603,107,,107,
2190603,108,,108,
2190734,122,,122,
2190795,104,,104,
2190795,102,,102,
2190795,100,(TCM print: British version),100,TCM print British version
2190795,92,,92,
2190803,95,,95,
2190803,90,,90,
2190900,106,,106,
2190982,107,,107,
2191385,104,,104,
2191428,124,,124,
2191929,95,,95,
2191997,132,,132,
2192642,105,,105,
2192654,80,(1998 version),80,1998 version
2192733,3,,3,
2192747,96,,96,
2192747,102,,102,
2192782,85,,85,
2192913,97,,97,
2192973,120,,120,
2193169,95,,95,
2193264,170,,170,
2193276,128,,128,
2193388,94,,94,
2193407,92,,92,
2193422,101,,101,
2193721,103,,103,
2194143,103,,103,
2194153,117,,117,
2194168,98,,98,
2194362,94,,94,
2194362,90,(2005 DVD release),90,2005 DVD release
2194363,92,,92,
2194471,93,,93,
2194471,93,,93,
2194471,89,,89,
2194580,105,,105,
2194791,104,,104,
2195009,94,,94,
2195009, 80,(video),80,video
2195233,88,,88,
2195233,87,,87,
2195417,97,,97,
2196039,121,,121,
2196060,73,,73,
2196068,110,,110,
2196132,119,,119,
2196454,125,,125,
2196886,118,,118,
2196886,103,(color version),103,color version
2197021,94,,94,
2197407,82,,82,
2199194,78,,78,
2199218,93,,93,
2199868,131,,131,
2199868, 112,,112,
2199969,83,,83,
2200121,95,,95,
2201125,92,,92,
2201311,98,,98,
2201727,159,,159,
2202537,111,,111,
2202732,118,,118,
2202732,122,(director's cut),122,director's cut
2202880,107,,107,
2204067,94,,94,
2204067,86,(cut version),86,cut version
2204532,120,,120,
2204532,183,(TV version),183,TV version
2205117,75,,75,
2205227,112,,112,
2205327,106,,106,
2206238,97,,97,
2206242,121,,121,
2206516,107,,107,
2206541,105,,105,
2206656,101,,101,
2206740,86,,86,
2207203,98,,98,
2207291,112,,112,
2207291,107,(video),107,video
2207384,93,,93,
2207954,121,,121,
2208048,98,,98,
2208084,104,,104,
2208430,92,,92,
2208474,93,,93,
2208962,90,,90,
2209075,70,,70,
2209075,67,,67,
2209608,113,,113,
2209608,118,(director's cut),118,director's cut
2209821,106,,106,
2209901,84,,84,
2210137,95,,95,
2210139,88,,88,
2210139,85,(cut version),85,cut version
2210196,96,,96,
2210254,129,,129,
2210356,99,,99,
2210519,99,,99,
2210617,101,,101,
2210872,118,,118,
2211077,128,,128,
2211223,100,,100,
2211223,98,(Ontario),98,Ontario
2211282,112,(DVD),112,DVD
2211282,117,,117,
2211282,102,,102,
2211336,103,,103,
2211395,113,,113,
2211751,110,,110,
2212209,192,,192,
2212209,212,(director's cut),212,director's cut
2212660,118,,118,
2212660, 103,,103,
2212954,96,,96,
2213122,106,,106,
2213622,102,,102,
2213866,114,,114,
2214546,110,,110,
2216031,101,,101,
2216031,89,,89,
2216031,102,,102,
2216145,87,,87,
2216176,119,,119,
2216295,90,,90,
2216295,89,,89,
2216295,88,,88,
2216295,88,,88,
2216316,136,,136,
2216640,97,,97,
2216642,84,(1994 restored version projected at 20 fps),84,1994 restored version projected at 20 fps
2216642,94,,94,
2216642,85,,85,
2216642,65,(VHS version),65,VHS version
2216642,92,(DVD edition),92,DVD edition
2216642,84,(DVD version),84,DVD version
2216642,88,(1997 restored version),88,1997 restored version
2216642,81,,81,
2217530,94,,94,
2217636,86,,86,
2217636,83,,83,
2217636,85,,85,
2217636,86,,86,
2217693,118,,118,
2217718,108,,108,
2217782,101,,101,
2217888,124,,124,
2218486,100,,100,
2218524,82,,82,
2219070,106,,106,
2219442,63,,63,
2219779,110,,110,
2219992,106,,106,
2219992,109,(unrated director's cut),109,unrated director's cut
2220554,103,,103,
2221102,91,,91,
2221102,94,,94,
2221102,94,,94,
2221102,90,,90,
2221102,90,,90,
2222143,110,,110,
2224890,108,,108,
2225574,83,,83,
2225605,103,,103,
2225624,115,,115,
2226062,82,,82,
2226062,95,,95,
2226103,89,,89,
2227800,91,,91,
2227800,87,,87,
2227800,96,,96,
2228369,83,,83,
2228704,74,,74,
2228754,153,,153,
2229516,96,,96,
2229633,109,,109,
2229656,142,,142,
2229787,107,,107,
2229787,98,(re-edited version),98,re-edited version
2230251,134,,134,
2230732,94,,94,
2230871,98,,98,
2230917,108,,108,
2231247,229,,229,
2231247,259,(2012),259,2012
2231247,139,(re-cut),139,re-cut
2231307,115,,115,
2231336,102,,102,
2231697,93,,93,
2231855,119,,119,
2231882,105,,105,
2231896,108,,108,
2231909,133,,133,
2232226,90,,90,
2232255,89,,89,
2232299,121,,121,
2232552,102,,102,
2232980,90,,90,
2233001,127,,127,
2233552,106,,106,
2233759,121,,121,
2233885,115,,115,
2233885,104,,104,
2233885,108,,108,
2234951,104,,104,
2234951,104,,104,
2234951,100,,100,
2234951,104,,104,
2235378,107,,107,
2235378,104,,104,
2235600,85,,85,
2235600,75,(1972 reissue),75,1972 reissue
2235600,83,,83,
2236433,124,,124,
2236640,94,,94,
2236640, 92,,92,
2236640,92,(cut version),92,cut version
2236888,99,,99,
2237013,94,,94,
2237801,132,,132,
2238427,118,,118,
2238483,123,,123,
2238595,94,,94,
2239654,89,(Hypercube restored version),89,Hypercube restored version
2239654,90,,90,
2239941,161,,161,
2240178,123,,123,
2240406,97,,97,
2240516,106,,106,
2240566,127,,127,
2240849,100,,100,
2240934,100,,100,
2240936,96,,96,
2241542,87,,87,
2241805,92,,92,
2242954,102,,102,
2243968,82,,82,
2244080,111,,111,
2244271,115,,115,
2244488,114,,114,
2245091,122,,122,
2245138,100,,100,
2245138,112,(Locarno Film Festival),112,Locarno Film Festival
2246169,111,,111,
2246169,115,,115,
2246675,151,,151,
2247345,150,,150,
2247366,114,(FMC Library Print),114,FMC Library Print
2247366,122,,122,
2247594,93,,93,
2247913,85,,85,
2248232,124,,124,
2248438,71,,71,
2248473,75,,75,
2248574,112,,112,
2248580,147,,147,
2249442,94,,94,
2250014,115,,115,
2250495,135,,135,
2250593,91,,91,
2250599,105,,105,
2250599,101,,101,
2250599,96,(TV version),96,TV version
2251093,115,,115,
2251197,119,,119,
2251197,122,(within Bengal),122,within Bengal
2251241,88,,88,
2251547,117,,117,
2251761,172,,172,
2251833,95,,95,
2252075,91,,91,
2252075,90,,90,
2252158,93,,93,
2252158,90,(cut),90,cut
2252485,90,,90,
2252917,95,,95,
2253153,87,,87,
2253332,90,,90,
2253441,101,,101,
2253441,86,(cut version),86,cut version
2253567,103,,103,
2254216,99,,99,
2254219,108,,108,
2254219,108,(cut version),108,cut version
2254327,119,,119,
2255035,132,,132,
2255064,99,,99,
2255408,81,,81,
2256004,88,,88,
2256605,107,,107,
2257031,103,,103,
2257033,100,,100,
2257129,128,,128,
2257129,130,,130,
2257265,77,,77,
2257381,101,,101,
2257901,88,,88,
2257904,97,,97,
2257905,91,,91,
2257905,86,(DVD),86,DVD
2257906,90,,90,
2258068,96,,96,
2258068,92,,92,
2258079,90,,90,
2258163,89,,89,
2258248,123,,123,
2258328,125,,125,
2258588,107,,107,
2258957,93,,93,
2258958,84,,84,
2259483,115,,115,
2259483,113,(DVD version),113,DVD version
2259508,115,,115,
2259508,107,(1998 director's cut),107,1998 director's cut
2259556,95,,95,
2259556,98,,98,
2259586,105,,105,
2259786,22,,22,
2261350,93,,93,
2261350,108,(re-release),108,re-release
2261350,106,(re-release),106,re-release
2261350,104,(re-release),104,re-release
2261350,108,(re-release),108,re-release
2261353,95,,95,
2261598,88,,88,
2261929,94,,94,
2261929,106,(TV version),106,TV version
2262428,80,,80,
2262464,109,,109,
2262464,112,(unrated version),112,unrated version
2262957,111,,111,
2263106,79,,79,
2263331,112,,112,
2263331,115,,115,
2263331,107,(DVD edition),107,DVD edition
2263670,120,,120,
2263826,124,,124,
2264538,94,,94,
2264538,91,,91,
2264538,90,,90,
2264592,121,,121,
2264815,124,,124,
2265148,118,,118,
2265148,115,,115,
2265148,115,,115,
2265148,110,,110,
2265148,118,,118,
2265188,121,,121,
2265188,124,,124,
2265452,99,,99,
2265771,81,,81,
2265771,84,(10th Anniversary edition),84,10th Anniversary edition
2266198,109,,109,
2266555,85,,85,
2266574,90,,90,
2266574,88,(R-rated version),88,R-rated version
2266574,93,(unrated version),93,unrated version
2266575,106,,106,
2266575,108,(unrated version),108,unrated version
2266691,75,,75,
2266691,95,,95,
2266891,102,,102,
2266891,99,,99,
2267111,96,,96,
2267114,87,,87,
2267116,83,,83,
2267118,88,,88,
2267120,90,,90,
2267121,84,,84,
2267434,105,,105,
2267673,134,,134,
2267777,114,,114,
2267780,130,(original cut),130,original cut
2267780,91,,91,
2267781,98,,98,
2268063,97,,97,
2268776,114,,114,
2268776,97,,97,
2269366,97,,97,
2269410,94,,94,
2269426,98,,98,
2269444,92,,92,
2270182,111,,111,
2270749,120,,120,
2270749,127,,127,
2270749,118,,118,
2270749,80,(cut),80,cut
2271178,86,,86,
2271822,111,,111,
2271870,89,,89,
2272308,104,,104,
2272532,103,,103,
2273044,107,,107,
2273048,103,(vcd),103,vcd
2273048,108,,108,
2273048,93,(TV version) (FSK 18 version) (heavily cut),93,TV version FSK 18 version heavily cut
2273174,106,,106,
2273896,90,,90,
2274575,119,,119,
2274575,125,(director's cut),125,director's cut
2274590,96,,96,
2274790,118,,118,
2274852,111,,111,
2274949,105,,105,
2274949,98,,98,
2274949,98,,98,
2275139,129,,129,
2275181,143,,143,
2275543,91,,91,
2275543,97,,97,
2275543,92,,92,
2275635,167,,167,
2275709,97,,97,
2276353,109,,109,
2276841,109,,109,
2276914,89,,89,
2277269,100,,100,
2277334,130,,130,
2277505,81,,81,
2277506,90,,90,
2278340,63,,63,
2278576,89,,89,
2278585,92,,92,
2279852,133,,133,
2280097,109,,109,
2280097,108,(cut),108,cut
2280098,105,,105,
2280101,95,,95,
2280125,113,,113,
2280126,93,,93,
2280126,90,,90,
2280376,90,,90,
2280997,154,,154,
2280997,168,(special edition),168,special edition
2281105,102,,102,
2281160,86,,86,
2281612,4,,4,
2282360,124,,124,
2282360,119,,119,
2285092,80,,80,
2285138,85,,85,
2285139,97,,97,
2285647,100,,100,
2285647,108,,108,
2285997,86,,86,
2285997,74,,74,
2286681,133,,133,
2287637,100,,100,
2288084,88,,88,
2288257,108,,108,
2288625,129,,129,
2288828,115,,115,
2288908,72,,72,
2288969,94,(Turner library print),94,Turner library print
2289039,133,,133,
2289215,90,,90,
2289279,115,,115,
2289279,119,(DVD),119,DVD
2289279,113,(Ontario),113,Ontario
2289300,94,,94,
2290129,102,,102,
2290129,87,(1988) (heavily cut) (VHS version),87,1988 heavily cut VHS version
2290136,96,,96,
2290316,162,,162,
2290489,133,,133,
2290562,90,,90,
2290793,121,,121,
2290793,139,(special edition),139,special edition
2291501,114,,114,
2291903,101,,101,
2291994,79,,79,
2292109,86,(uncut version),86,uncut version
2292109,89,,89,
2292470,86,(unrated version),86,unrated version
2292470,95,(R-rated version),95,R-rated version
2292610,100,,100,
2292773,107,,107,
2292920,108,,108,
2293200,99,,99,
2293416,112,,112,
2293483,76,(cut),76,cut
2293483,84,,84,
2293500,130,,130,
2293587,111,,111,
2293915,91,,91,
2294497,122,,122,
2294518,114,,114,
2294990,98,,98,
2295106,89,,89,
2295575,195,,195,
2296145,52,,52,
2296438,72,,72,
2296667,104,,104,
2296667,124,(director's cut),124,director's cut
2296892,182,,182,
2296892,175,(director's cut),175,director's cut
2296987,90,,90,
2296987,94,,94,
2297049,110,,110,
2297404,113,,113,
2297404,120,(Director's Cut DVD),120,Director's Cut DVD
2297836,128,,128,
2298189,15,,15,
2298460,92,,92,
2298603,80,,80,
2298717,105,,105,
2298804,102,,102,
2299047,99,,99,
2299492,117,,117,
2299646,102,,102,
2299999,91,,91,
2300104,95,,95,
2300162,80,,80,
2300333,115,,115,
2300351,113,,113,
2300351,109,(cut),109,cut
2300351,110,(uncut),110,uncut
2300354,111,,111,
2300450,101,,101,
2300450,101,,101,
2300450,102,,102,
2301991,81,(Ontario),81,Ontario
2301991,92,,92,
2301991,83,,83,
2302051,104,,104,
2302418,90,,90,
2302526,138,,138,
2302526,148,(director's cut),148,director's cut
2302661,102,,102,
2303621,90,,90,
2303953,92,,92,
2304264,125,,125,
2304264,129,,129,
2304330,98,,98,
2305025,95,,95,
2305025,90,,90,
2305197,93,,93,
2305197,94,(unrated version),94,unrated version
2305466,96,,96,
2305466,96,,96,
2305587,139,,139,
2305931,83,,83,
2305974,104,,104,
2305976,143,,143,
2305976,155,(extended edition),155,extended edition
2306194,102,,102,
2306194,91,(heavily cut),91,heavily cut
2306194,78,(cut version),78,cut version
2306194,98,(cut version),98,cut version
2306194,103,(unrated director's cut),103,unrated director's cut
2306197,82,(FSK 16 version),82,FSK 16 version
2306197,117,,117,
2306201,104,,104,
2307015,13,,13,
2307071,77,,77,
2307228,119,,119,
2307246,119,,119,
2307247,99,,99,
2307248,91,,91,
2307289,104,,104,
2307534,91,,91,
2307985,119,,119,
2308229,118,,118,
2308229,117,(cut version),117,cut version
2308305,84,,84,
2308305,99,(unrated version),99,unrated version
2308476,106,,106,
2308720,120,,120,
2308725,100,,100,
2308725,106,,106,
2308725,110,,110,
2308725,104,,104,
2308730,115,,115,
2308758,138,,138,
2308758,149,(initial release),149,initial release
2308889,94,,94,
2308889, 88,,88,
2308916,92,,92,
2309076,122,,122,
2309334,115,,115,
2309334,115,,115,
2309427,108,,108,
2309617,80,,80,
2310074,98,,98,
2310119,136,,136,
2310159,117,,117,
2310222,95,,95,
2310222,92,,92,
2310236,140,,140,
2310265,97,,97,
2310722,100,,100,
2310722,104,,104,
2310722,104,,104,
2310724,104,,104,
2310851,97,,97,
2310980,121,,121,
2311011,101,,101,
2311879,114,,114,
2311916,89,,89,
2312022,114,,114,
2312345,128,,128,
2312692,93,,93,
2312692,88,,88,
2312819,99,,99,
2312819,100,,100,
2312852,116,,116,
2312897,111,,111,
2313047,91,,91,
2313093,107,,107,
2313464,98,,98,
2313464,93,(DVD edition),93,DVD edition
2313519,93,,93,
2313912,93,,93,
2314869,96,,96,
2315269,97,,97,
2315269,98,(Mar del Plata Film Festival),98,Mar del Plata Film Festival
2316009,76,,76,
2316009, 90,,90,
2316029,109,(copyright length),109,copyright length
2316046,113,,113,
2316049,127,,127,
2316115,120,,120,
2316742,119,,119,
2316800,88,,88,
2316801,98,,98,
2318730,42,(video release),42,video release
2318736,98,,98,
2318736,97,,97,
2319753,120,(Buenos Aires Festival Internacional de Cine Independiente),120,Buenos Aires Festival Internacional de Cine Independiente
2319753,128,,128,
2319753,127,,127,
2319753,127,,127,
2319753,129,,129,
2319753,116,,116,
2320925,113,,113,
2321221,105,,105,
2321373,107,,107,
2321444,110,,110,
2321444, 93,(cut version),93,cut version
2321525,97,,97,
2321649,105,,105,
2322051,117,,117,
2322051,115,,115,
2323351,88,,88,
2324074,93,,93,
2324123,169,,169,
2324198,103,,103,
2324198,104,,104,
2324383,100,,100,
2325153,88,,88,
2325529,157,,157,
2325646,101,,101,
2325897,195,,195,
2325897,185,(TV version),185,TV version
2325936,96,,96,
2325949,127,,127,
2326309,121,,121,
2327740,111,,111,
2327740,103,,103,
2327746,120,,120,
2327747,116,,116,
2327816,108,,108,
2328405,81,,81,
2328405,78,,78,
2328488,101,,101,
2328882,127,,127,
2329335,109,,109,
2329335,93,(Ontario),93,Ontario
2329715,105,,105,
2330057,86,,86,
2330470,142,,142,
2330470,136,,136,
2332489,127,,127,
2333344,91,,91,
2333494,136,,136,
2333527,93,,93,
2333527,96,,96,
2333527,108,,108,
2333527,95,,95,
2334512,95,,95,
2334625,130,,130,
2334625,113,,113,
2334876,88,,88,
2335038,123,,123,
2335264,93,,93,
2335400,56,,56,
2335431,118,,118,
2335622,136,,136,
2336864,100,,100,
2337754,93,,93,
2338199,103,,103,
2338375,108,,108,
2338484,131,,131,
2338484,115,(Ontario),115,Ontario
2338685,89,,89,
2338685,98,,98,
2338707,100,,100,
2338708,99,,99,
2338711,112,,112,
2338714,104,,104,
2338941,87,,87,
2338963,123,,123,
2339096,109,,109,
2339103,119,(cut version),119,cut version
2339103,136,,136,
2339111,92,,92,
2339246,109,,109,
2339347,118,,118,
2339347, 90,(cut version),90,cut version
2339477,110,,110,
2339491,97,,97,
2340287,104,,104,
2340287,103,,103,
2340287,102,,102,
2341003,95,,95,
2341046,84,,84,
2341046,88,(director's cut),88,director's cut
2341100,100,,100,
2341160,96,,96,
2341171,99,,99,
2341509,100,,100,
2342997,105,,105,
2344403,109,,109,
2344403,99,(DVD version),99,DVD version
2344403,103,,103,
2344573,105,,105,
2344573,106,,106,
2344573,87,,87,
2344675,187,,187,
2344675,190,,190,
2345354,128,,128,
2345354,131,(NC-17 version),131,NC-17 version
2345742,100,,100,
2345742,89,(1999),89,1999
2346707,86,,86,
2346713,100,,100,
2346713,128,,128,
2346939,112,,112,
2346939,110,,110,
2348226,101,,101,
2349123,114,,114,
2349163,85,,85,
2349163,90,,90,
2349269,106,,106,
2349269,101,(TV version),101,TV version
2349430,94,,94,
2349784,113,,113,
2350234,103,,103,
2350339,107,,107,
2350378,99,,99,
2350992,98,,98,
2350992,94,,94,
2351245,100,,100,
2351246,107,,107,
2351693,98,,98,
2351717,112,,112,
2351845,97,,97,
2351885,62,(TCM print),62,TCM print
2351904,91,,91,
2351925,93,,93,
2352948,100,,100,
2353641,100,,100,
2353781,78,,78,
2353895,85,,85,
2353900,90,,90,
2354011,93,,93,
2354011,87,(TV version),87,TV version
2354219,88,,88,
2354219,84,(DVD version),84,DVD version
2354226,89,,89,
2354247,147,,147,
2354271,75,,75,
2354392,105,,105,
2354392,93,(TV version),93,TV version
2354396,88,,88,
2354438,91,,91,
2354464,105,,105,
2354674,99,,99,
2354792,135,,135,
2354792,148,(director's cut),148,director's cut
2354959,108,,108,
2355275,75,,75,
2355275,90,,90,
2355276,87,,87,
2355303,91,,91,
2355303,92,,92,
2355555,108,,108,
2355625,108,,108,
2355625,110,,110,
2355661,94,,94,
2355719,77,,77,
2355904,96,,96,
2356134,121,,121,
2356224,112,,112,
2356287,89,,89,
2356460,298,(2 parts),298,2 parts
2356755,98,,98,
2357080,126,,126,
2357080,118,(Ontario),118,Ontario
2357240,93,,93,
2357240,90,,90,
2357424,89,,89,
2357437,127,,127,
2357543,83,,83,
2357676,96,,96,
2357807,79,,79,
2357857,93,,93,
2358317,97,,97,
2358980,101,,101,
2359014,107,,107,
2359470,112,,112,
2359470,118,(director's cut),118,director's cut
2359505,101,,101,
2359625,9,,9,
2360108,94,,94,
2360397,167,,167,
2360397,115,(first release),115,first release
2360614,25,,25,
2360614,25,,25,
2360660,95,,95,
2360675,120,,120,
2360702,112,,112,
2360833,90,,90,
2360833,96,,96,
2360852,102,,102,
2360910,96,,96,
2360973,106,,106,
2361193,95,,95,
2361211,112,,112,
2361281,93,,93,
2361281,89,(2005 DVD release),89,2005 DVD release
2361284,106,,106,
2361450,103,,103,
2361456,94,,94,
2361575,114,,114,
2361748,95,,95,
2361778,80,,80,
2361784,100,,100,
2361785,99,,99,
2362113,80,,80,
2362207,94,,94,
2362428,87,,87,
2363015,150,,150,
2363015,157,(Ontario),157,Ontario
2363269,74,,74,
2363269,86,,86,
2363270,80,,80,
2363738,115,,115,
2363738,115,,115,
2363756,104,,104,
2364254,91,,91,
2364254,92,,92,
2364486,157,,157,
2364486,171,(roadshow version),171,roadshow version
2364498,81,,81,
2364887,141,,141,
2364949,97,,97,
2365078,130,,130,
2365142,88,,88,
2365297,96,,96,
2365518,91,,91,
2365633,100,,100,
2365831,84,,84,
2365831,110,(Ontario),110,Ontario
2365844,184,(premiere version),184,premiere version
2365844,184,(theatrical version),184,theatrical version
2365844,187,(1968 re-release),187,1968 re-release
2365844,161,(1967 re-release),161,1967 re-release
2365844,197,(1991 restored version),197,1991 restored version
2365920,96,,96,
2365920,98,(director's cut),98,director's cut
2366246,108,,108,
2366248,93,,93,
2366248,89,,89,
2366368,99,,99,
2366403,116,,116,
2366408,121,,121,
2366649,111,,111,
2366649,95,(Ontario),95,Ontario
2366980,134,,134,
2367023,93,,93,
2367832,111,,111,
2367921,93,,93,
2367930,124,,124,
2369177,105,,105,
2369317,81,,81,
2369519,102,,102,
2369623,79,,79,
2370089,110,,110,
2370089,108,(Ontario),108,Ontario
2370348,100,,100,
2370423,91,,91,
2370472,110,,110,
2370704,120,,120,
2370704,116,,116,
2370742,134,,134,
2370742,135,,135,
2370772,155,(2002 DVD),155,2002 DVD
2370772,163,,163,
2371045,57,,57,
2371052,89,,89,
2371246,104,,104,
2371502,101,,101,
2371509,86,,86,
2371602,105,,105,
2371603,119,,119,
2371610,107,,107,
2371611,110,(theatrical version),110,theatrical version
2371611,113,,113,
2371648,111,,111,
2371651,118,,118,
2371654,103,,103,
2371692,132,,132,
2371692,136,(director's cut),136,director's cut
2371692,143,(TV version),143,TV version
2371705,113,,113,
2371705,116,(director's cut),116,director's cut
2371726,121,,121,
2371726,125,(special edition),125,special edition
2371778,136,,136,
2371786,124,,124,
2371786,127,(special edition),127,special edition
2371787,134,,134,
2371787,135,(special edition),135,special edition
2372012,89,,89,
2372068,121,,121,
2372068,128,(special edition),128,special edition
2372068,130,(director's cut),130,director's cut
2372234,115,,115,
2372328,94,,94,
2372407,129,,129,
2373106,88,,88,
2373212,113,,113,
2373212,135,,135,
2373221,107,,107,
2373221,106,,106,
2373241,118,,118,
2373256,98,,98,
2373364,8,,8,
2373434,97,,97,
2373470,117,,117,
2373470,119,,119,
2373573,84,(dvd version),84,dvd version
2373573,92,,92,
2373941,124,,124,
2374542,99,,99,
2374542,94,,94,
2374542,94,,94,
2374584,103,,103,
2374677,109,,109,
2374686,95,,95,
2374686,100,,100,
2375093,99,,99,
2375659,99,,99,
2375659,94,(DVD),94,DVD
2375749,100,(VHS),100,VHS
2375749,88,,88,
2375846,87,,87,
2375950,77,,77,
2376295,108,,108,
2376870,145,,145,
2377049,85,,85,
2377049,92,,92,
2377127,89,,89,
2377173,94,,94,
2377282,101,,101,
2377282,103,(preview version),103,preview version
2377282,96,(cut version),96,cut version
2377282, 92,,92,
2377877,102,,102,
2378398,94,,94,
